Incident_ID,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
42,India,2021,SQL Injection,IT,98.09,826976,Nation-state,Zero-day,VPN,57
1792,India,2019,DDoS,Banking,58.96,891815,Unknown,Weak Passwords,Antivirus,19
2190,Brazil,2024,DDoS,Government,88.79,482307,Hacker Group,Zero-day,Firewall,62
2607,Australia,2023,Man-in-the-Middle,Healthcare,7.54,710871,Insider,Zero-day,Firewall,55
1973,Russia,2015,SQL Injection,IT,47.8,645774,Hacker Group,Social Engineering,Firewall,7
2290,India,2021,Ransomware,Banking,54.97,798498,Nation-state,Zero-day,VPN,54
1926,Germany,2021,Phishing,Telecommunications,55.14,463525,Nation-state,Unpatched Software,AI-based Detection,59
610,France,2017,SQL Injection,Education,14.54,171095,Hacker Group,Zero-day,AI-based Detection,63
1133,Australia,2015,Man-in-the-Middle,Healthcare,1.62,336650,Hacker Group,Zero-day,VPN,35
29,France,2020,Malware,IT,87.32,599757,Unknown,Social Engineering,Antivirus,9
442,UK,2023,Malware,Banking,55.34,259176,Unknown,Unpatched Software,VPN,3
2356,India,2018,DDoS,Telecommunications,47.5,423071,Unknown,Unpatched Software,Antivirus,69
2799,UK,2017,SQL Injection,Retail,47.99,914365,Insider,Weak Passwords,Firewall,52
494,France,2024,Phishing,Banking,26.29,314347,Hacker Group,Unpatched Software,Antivirus,28
1259,Russia,2022,Ransomware,Banking,50.11,851222,Insider,Weak Passwords,Encryption,16
1302,Germany,2017,SQL Injection,IT,33.79,772541,Nation-state,Unpatched Software,Antivirus,46
2366,Australia,2019,Man-in-the-Middle,Retail,15.21,677755,Hacker Group,Social Engineering,Firewall,52
1383,Germany,2021,SQL Injection,Retail,27.54,383781,Nation-state,Zero-day,Antivirus,57
1305,China,2016,Ransomware,IT,37.22,788555,Insider,Unpatched Software,Encryption,43
237,Brazil,2016,SQL Injection,Education,55.83,758258,Unknown,Zero-day,Encryption,44
552,China,2018,Ransomware,Telecommunications,58.28,300898,Nation-state,Unpatched Software,Encryption,18
521,USA,2016,Ransomware,Retail,57.17,50321,Nation-state,Social Engineering,Antivirus,25
2447,India,2015,Man-in-the-Middle,IT,76.97,224983,Nation-state,Weak Passwords,AI-based Detection,42
1233,Japan,2022,Ransomware,IT,84.09,991854,Unknown,Unpatched Software,VPN,11
1139,China,2022,Ransomware,Education,70.44,164734,Nation-state,Unpatched Software,Firewall,7
721,China,2024,DDoS,Healthcare,7.31,972407,Hacker Group,Zero-day,Encryption,51
736,Brazil,2015,Ransomware,Retail,89.93,673959,Hacker Group,Zero-day,Firewall,39
2654,Australia,2023,DDoS,IT,81.89,525978,Unknown,Weak Passwords,Antivirus,12
1751,Russia,2018,Ransomware,Education,79.93,587346,Hacker Group,Social Engineering,Antivirus,39
59,Brazil,2015,Phishing,Banking,43.4,191625,Hacker Group,Social Engineering,VPN,65
632,Russia,2018,SQL Injection,Telecommunications,13.69,146100,Unknown,Social Engineering,Encryption,22
1182,Germany,2016,Man-in-the-Middle,Retail,53.57,218143,Nation-state,Unpatched Software,Encryption,27
2204,Japan,2015,Man-in-the-Middle,Telecommunications,79.88,104759,Hacker Group,Zero-day,AI-based Detection,12
593,Japan,2024,Phishing,Retail,94.75,478963,Insider,Zero-day,VPN,70
1304,China,2015,Ransomware,Government,57.59,887037,Insider,Unpatched Software,VPN,39
1388,UK,2021,Ransomware,Banking,4.22,65148,Nation-state,Weak Passwords,VPN,15
2616,India,2021,Malware,Education,65.87,357399,Nation-state,Zero-day,Encryption,2
2631,India,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63
1846,Australia,2022,Malware,Healthcare,47.92,25905,Nation-state,Unpatched Software,VPN,40
940,Russia,2018,Ransomware,Healthcare,24.06,327566,Unknown,Unpatched Software,AI-based Detection,6
2789,France,2018,DDoS,Government,14.1,764003,Insider,Zero-day,AI-based Detection,43
1250,Germany,2023,Man-in-the-Middle,Banking,80.97,289046,Nation-state,Zero-day,Encryption,41
905,Brazil,2016,DDoS,Telecommunications,10.45,889928,Nation-state,Zero-day,Encryption,63
2544,USA,2021,DDoS,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65
1280,Australia,2019,Phishing,Banking,1.13,507976,Hacker Group,Zero-day,AI-based Detection,70
2403,Germany,2024,Ransomware,Government,40.36,301972,Unknown,Weak Passwords,VPN,33
2960,Russia,2015,Malware,Government,54.59,728308,Unknown,Zero-day,Firewall,10
2127,Japan,2017,Man-in-the-Middle,Healthcare,16.71,393738,Nation-state,Zero-day,Antivirus,69
2388,China,2023,Man-in-the-Middle,IT,22.96,656090,Insider,Unpatched Software,Encryption,27
2043,Japan,2019,DDoS,Education,15.54,645578,Insider,Weak Passwords,AI-based Detection,56
1143,Brazil,2018,Phishing,Healthcare,2.52,414899,Unknown,Weak Passwords,Encryption,37
2382,China,2020,Malware,Government,84.23,50842,Insider,Zero-day,AI-based Detection,59
707,UK,2017,Man-in-the-Middle,Telecommunications,43.82,213979,Hacker Group,Unpatched Software,Firewall,10
2642,China,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21
1023,Japan,2018,DDoS,Telecommunications,25.06,559274,Hacker Group,Social Engineering,Firewall,27
746,Russia,2017,Man-in-the-Middle,IT,14.74,561615,Hacker Group,Weak Passwords,Antivirus,29
1547,Japan,2015,Malware,Healthcare,5.79,821803,Unknown,Social Engineering,Firewall,40
2358,USA,2020,Ransomware,Education,77.09,550317,Insider,Weak Passwords,Encryption,63
2047,Brazil,2017,Phishing,Government,87.27,767721,Unknown,Weak Passwords,Encryption,9
514,Japan,2021,Phishing,Healthcare,9.42,573560,Hacker Group,Social Engineering,Antivirus,9
82,Brazil,2021,DDoS,IT,70.26,740257,Unknown,Weak Passwords,Encryption,70
2662,UK,2022,DDoS,Education,32.2,49715,Insider,Unpatched Software,Encryption,72
1309,USA,2020,DDoS,IT,96.08,156275,Insider,Social Engineering,Encryption,24
2496,Japan,2021,Ransomware,Government,10.34,791473,Nation-state,Weak Passwords,Firewall,58
915,China,2018,Ransomware,Banking,43.98,386308,Nation-state,Weak Passwords,Antivirus,3
1405,France,2021,Ransomware,Banking,27.1,199832,Nation-state,Weak Passwords,Antivirus,54
1648,Brazil,2019,SQL Injection,Healthcare,46.5,748146,Insider,Weak Passwords,AI-based Detection,13
2761,Brazil,2021,SQL Injection,Banking,4.34,258021,Hacker Group,Unpatched Software,Encryption,46
1109,France,2020,Malware,Banking,50.19,760230,Nation-state,Zero-day,VPN,56
151,USA,2016,Phishing,Retail,75.94,638693,Nation-state,Weak Passwords,AI-based Detection,35
2727,France,2015,Malware,Retail,83.45,573985,Insider,Weak Passwords,AI-based Detection,45
775,Australia,2020,Man-in-the-Middle,Banking,56.34,407084,Unknown,Unpatched Software,Firewall,11
330,UK,2022,Ransomware,Healthcare,75.67,413293,Hacker Group,Zero-day,Antivirus,27
7,Germany,2016,DDoS,Telecommunications,33.26,431262,Insider,Unpatched Software,VPN,34
944,UK,2022,DDoS,Education,21.01,452432,Nation-state,Unpatched Software,Firewall,8
823,India,2024,Phishing,Banking,64.23,903871,Nation-state,Unpatched Software,Encryption,17
735,India,2022,SQL Injection,Healthcare,77.3,826937,Unknown,Zero-day,AI-based Detection,64
910,Brazil,2024,Man-in-the-Middle,Education,8.94,451311,Unknown,Weak Passwords,Encryption,14
469,Japan,2015,Man-in-the-Middle,Healthcare,7.96,770028,Unknown,Unpatched Software,Firewall,58
182,Australia,2016,Man-in-the-Middle,Healthcare,90.85,746369,Insider,Unpatched Software,Antivirus,30
165,Germany,2022,SQL Injection,Retail,25.1,559667,Unknown,Zero-day,Antivirus,69
1524,Germany,2021,Ransomware,IT,25.85,176331,Insider,Weak Passwords,Antivirus,25
452,Australia,2023,Malware,Healthcare,37.73,158107,Unknown,Unpatched Software,AI-based Detection,43
491,USA,2019,Ransomware,Banking,22.62,51219,Unknown,Zero-day,Encryption,36
2005,USA,2016,Ransomware,Telecommunications,99.88,999508,Unknown,Unpatched Software,VPN,23
1144,Brazil,2017,DDoS,Retail,81.63,140371,Hacker Group,Zero-day,Encryption,13
1312,Japan,2015,Malware,Healthcare,27.92,775042,Unknown,Zero-day,Encryption,12
2243,Brazil,2018,SQL Injection,Education,52.7,861075,Hacker Group,Social Engineering,Encryption,7
1112,Brazil,2017,SQL Injection,Banking,66.78,698892,Unknown,Zero-day,AI-based Detection,24
2855,Australia,2021,Ransomware,Retail,61.46,860546,Unknown,Zero-day,AI-based Detection,22
1978,France,2020,Ransomware,Healthcare,25.49,50385,Unknown,Unpatched Software,Antivirus,10
1442,UK,2023,Man-in-the-Middle,IT,20.35,140061,Hacker Group,Weak Passwords,AI-based Detection,42
1890,Germany,2018,Phishing,Banking,88.73,436597,Insider,Unpatched Software,AI-based Detection,33
1007,Russia,2018,Ransomware,Education,66.33,177570,Nation-state,Social Engineering,Encryption,72
1628,France,2023,Man-in-the-Middle,Government,85.85,841548,Unknown,Zero-day,Firewall,68
1633,Russia,2023,SQL Injection,Retail,34.87,446911,Unknown,Weak Passwords,Firewall,25
1075,Australia,2024,Phishing,IT,92.48,215376,Nation-state,Social Engineering,Firewall,18
579,France,2018,DDoS,Telecommunications,12.72,959835,Unknown,Zero-day,Firewall,38
2728,Japan,2018,DDoS,Healthcare,88.04,675172,Nation-state,Weak Passwords,Antivirus,43
2346,India,2021,Malware,Telecommunications,50.97,838461,Nation-state,Zero-day,AI-based Detection,6
2264,USA,2020,Ransomware,Telecommunications,56.37,667436,Insider,Social Engineering,AI-based Detection,11
2303,Brazil,2021,SQL Injection,Banking,50.61,772512,Hacker Group,Weak Passwords,Encryption,42
328,India,2017,Malware,Telecommunications,7.44,552358,Nation-state,Weak Passwords,AI-based Detection,42
1791,China,2022,Ransomware,Education,49.56,257224,Hacker Group,Social Engineering,Firewall,46
443,China,2022,Man-in-the-Middle,Banking,12.36,987115,Unknown,Social Engineering,Encryption,55
1859,USA,2018,SQL Injection,Healthcare,73.16,849755,Insider,Weak Passwords,Encryption,46
2171,Japan,2017,DDoS,Healthcare,54.41,344772,Hacker Group,Unpatched Software,AI-based Detection,5
2833,France,2017,SQL Injection,IT,44.56,698908,Nation-state,Zero-day,Antivirus,32
833,Brazil,2015,DDoS,Retail,67.52,224815,Nation-state,Social Engineering,Firewall,32
2375,Germany,2022,DDoS,Retail,21.45,32346,Nation-state,Unpatched Software,AI-based Detection,38
2104,UK,2018,Malware,Education,60.13,878362,Nation-state,Unpatched Software,Antivirus,57
1415,India,2024,DDoS,Telecommunications,85.02,700440,Hacker Group,Weak Passwords,VPN,23
1202,Australia,2019,SQL Injection,Government,99.2,605470,Nation-state,Unpatched Software,Encryption,18
2315,France,2022,Malware,Education,70.46,427144,Unknown,Social Engineering,Firewall,42
1500,USA,2021,Malware,Retail,72.24,472835,Hacker Group,Unpatched Software,Encryption,57
2878,Russia,2017,SQL Injection,Banking,76.84,883919,Hacker Group,Social Engineering,VPN,8
87,Japan,2019,Man-in-the-Middle,Banking,41.32,645097,Nation-state,Zero-day,Firewall,36
1404,Brazil,2024,Ransomware,IT,74.06,813472,Hacker Group,Zero-day,VPN,17
2927,China,2017,Phishing,Banking,38.69,240400,Unknown,Weak Passwords,Encryption,10
1482,Brazil,2015,SQL Injection,IT,47.2,16957,Unknown,Zero-day,Firewall,49
778,Germany,2020,SQL Injection,Education,43.96,597987,Hacker Group,Weak Passwords,Encryption,50
800,UK,2016,DDoS,Telecommunications,48.47,937466,Hacker Group,Social Engineering,AI-based Detection,28
1667,China,2017,DDoS,Healthcare,96.49,644339,Insider,Unpatched Software,Antivirus,71
55,India,2019,Man-in-the-Middle,Education,10.8,799474,Nation-state,Zero-day,AI-based Detection,23
2363,USA,2015,Man-in-the-Middle,Retail,95.66,377602,Nation-state,Zero-day,Firewall,15
1288,France,2020,Man-in-the-Middle,IT,88.42,688016,Nation-state,Zero-day,Antivirus,26
1668,Brazil,2024,DDoS,Healthcare,76.39,782425,Insider,Weak Passwords,Encryption,13
2587,USA,2020,Phishing,Education,60.57,275819,Nation-state,Social Engineering,Firewall,69
2155,UK,2022,DDoS,IT,93.96,446331,Nation-state,Unpatched Software,AI-based Detection,17
1702,France,2016,Ransomware,Healthcare,34.29,157547,Insider,Unpatched Software,AI-based Detection,29
1246,UK,2016,Phishing,Education,9.84,628589,Unknown,Unpatched Software,Encryption,8
114,Australia,2016,Phishing,Banking,92.79,285311,Nation-state,Unpatched Software,VPN,55
2807,Japan,2024,Malware,Telecommunications,49.88,437357,Unknown,Weak Passwords,AI-based Detection,56
988,China,2020,Ransomware,IT,14.94,557218,Nation-state,Zero-day,Firewall,70
502,France,2017,SQL Injection,Healthcare,83.73,728486,Nation-state,Social Engineering,Encryption,61
2892,Russia,2016,SQL Injection,Government,52.59,287446,Hacker Group,Unpatched Software,Encryption,56
1010,Australia,2019,DDoS,IT,32.06,775033,Hacker Group,Zero-day,Antivirus,8
1199,Australia,2016,Malware,Telecommunications,44.93,23249,Insider,Social Engineering,Firewall,1
1395,USA,2023,SQL Injection,IT,19.37,49480,Hacker Group,Social Engineering,Encryption,17
590,Australia,2023,DDoS,IT,31.48,771547,Hacker Group,Zero-day,Antivirus,5
769,France,2024,Ransomware,Banking,70.98,185001,Insider,Zero-day,VPN,3
18,India,2015,DDoS,IT,93.14,805278,Insider,Social Engineering,Encryption,56
1043,Japan,2018,DDoS,Telecommunications,99.04,389405,Nation-state,Weak Passwords,Antivirus,53
1448,Germany,2016,Phishing,Retail,27.85,963983,Unknown,Zero-day,Encryption,45
2464,China,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2
286,Germany,2021,SQL Injection,Education,1.62,61463,Hacker Group,Weak Passwords,Antivirus,58
2639,Australia,2020,Phishing,Banking,42.03,454763,Hacker Group,Social Engineering,Firewall,14
429,China,2016,Phishing,IT,27.46,973388,Nation-state,Zero-day,AI-based Detection,63
1329,China,2019,SQL Injection,Healthcare,79.28,891504,Insider,Zero-day,Firewall,63
1949,Brazil,2022,Phishing,IT,26.02,251768,Unknown,Social Engineering,VPN,6
670,Russia,2019,Man-in-the-Middle,Retail,99.53,515797,Nation-state,Social Engineering,Firewall,46
32,France,2020,Malware,Telecommunications,18.38,246900,Hacker Group,Zero-day,AI-based Detection,34
1342,Japan,2016,Malware,Telecommunications,87.52,476001,Hacker Group,Social Engineering,VPN,58
723,Australia,2015,Malware,Healthcare,62.34,796100,Hacker Group,Social Engineering,AI-based Detection,20
952,Russia,2024,SQL Injection,Healthcare,76.99,873037,Nation-state,Unpatched Software,Antivirus,31
1915,France,2018,Man-in-the-Middle,Education,36.92,829140,Nation-state,Unpatched Software,Encryption,2
2294,Brazil,2017,Man-in-the-Middle,Government,68.03,403770,Hacker Group,Weak Passwords,Encryption,22
215,Brazil,2020,Malware,Banking,79.61,755029,Nation-state,Weak Passwords,Firewall,27
990,UK,2022,Malware,Retail,39.55,337363,Insider,Social Engineering,VPN,2
1165,USA,2020,Phishing,Banking,44.08,708034,Unknown,Zero-day,AI-based Detection,39
2793,Japan,2022,SQL Injection,Banking,34.03,700439,Insider,Zero-day,Encryption,41
2006,Australia,2019,SQL Injection,Healthcare,3.92,915247,Nation-state,Zero-day,Encryption,52
327,Brazil,2024,DDoS,Banking,55.73,750979,Unknown,Social Engineering,AI-based Detection,30
561,USA,2017,Ransomware,Banking,42.19,157313,Hacker Group,Unpatched Software,Antivirus,47
1384,Australia,2020,Ransomware,Banking,97.48,647303,Insider,Zero-day,Antivirus,37
1725,China,2023,Phishing,Banking,33.27,133315,Nation-state,Weak Passwords,AI-based Detection,25
1087,India,2021,Phishing,IT,37.1,713949,Hacker Group,Unpatched Software,Antivirus,71
2684,India,2024,Malware,Banking,14.01,141437,Nation-state,Weak Passwords,Firewall,10
342,Japan,2015,Malware,Education,17.19,899381,Insider,Unpatched Software,Firewall,66
1654,USA,2017,Phishing,IT,7.95,362478,Hacker Group,Zero-day,Encryption,67
148,France,2015,SQL Injection,Retail,61.41,694844,Insider,Unpatched Software,Antivirus,43
2340,Russia,2020,SQL Injection,Telecommunications,35.02,377194,Unknown,Weak Passwords,Firewall,50
2413,UK,2022,DDoS,Telecommunications,50.9,645154,Insider,Weak Passwords,AI-based Detection,16
1108,Australia,2024,DDoS,Banking,21.11,18766,Insider,Weak Passwords,Firewall,43
849,France,2019,Malware,IT,71.94,881326,Insider,Unpatched Software,Firewall,43
967,Russia,2024,DDoS,Education,19.5,325634,Insider,Weak Passwords,Firewall,5
1073,Australia,2019,DDoS,Banking,29.85,949862,Hacker Group,Weak Passwords,Firewall,25
2465,India,2024,DDoS,Healthcare,4.08,488599,Unknown,Social Engineering,Encryption,11
1906,France,2019,SQL Injection,Banking,98.04,278315,Unknown,Unpatched Software,VPN,3
156,Germany,2024,Phishing,IT,3.93,845785,Unknown,Unpatched Software,VPN,69
666,UK,2023,Malware,Banking,16.02,452477,Hacker Group,Zero-day,Encryption,23
662,Australia,2018,SQL Injection,Education,75.2,60868,Insider,Social Engineering,Antivirus,46
1003,Russia,2016,Man-in-the-Middle,IT,48.86,973654,Unknown,Unpatched Software,Encryption,23
2342,China,2019,SQL Injection,Government,65.85,252025,Hacker Group,Zero-day,Encryption,60
2517,Russia,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42
177,UK,2017,DDoS,IT,9.01,617543,Unknown,Zero-day,Antivirus,43
2655,UK,2016,Phishing,Retail,37.29,761252,Insider,Weak Passwords,VPN,57
1880,India,2024,Phishing,IT,97.25,165316,Unknown,Zero-day,Encryption,61
1525,USA,2018,Ransomware,Healthcare,27.37,543437,Unknown,Unpatched Software,Firewall,20
2818,Australia,2023,Phishing,Retail,78.28,92925,Insider,Zero-day,VPN,53
1204,China,2023,Malware,IT,11.89,260907,Insider,Weak Passwords,AI-based Detection,31
25,Brazil,2023,DDoS,Telecommunications,51.84,699007,Hacker Group,Social Engineering,VPN,30
2811,UK,2024,SQL Injection,IT,65.06,922676,Unknown,Zero-day,VPN,6
2810,Germany,2018,Phishing,Education,16.76,163839,Insider,Social Engineering,Encryption,19
2078,Brazil,2015,Malware,Healthcare,75.72,184554,Unknown,Zero-day,AI-based Detection,39
2300,Germany,2015,DDoS,IT,76.99,252225,Unknown,Unpatched Software,Antivirus,67
876,USA,2017,Malware,Education,13.14,681956,Nation-state,Social Engineering,Antivirus,35
2900,Australia,2018,DDoS,Telecommunications,25.07,732072,Hacker Group,Social Engineering,Firewall,35
939,Japan,2015,SQL Injection,IT,36.98,452892,Unknown,Weak Passwords,VPN,17
2698,France,2024,Phishing,IT,49.75,943151,Nation-state,Zero-day,VPN,66
1553,Japan,2023,Phishing,Banking,75.13,85528,Hacker Group,Social Engineering,VPN,55
347,India,2021,Man-in-the-Middle,Retail,40.94,698921,Insider,Weak Passwords,Firewall,72
2508,UK,2019,SQL Injection,IT,78.84,464960,Unknown,Unpatched Software,Encryption,24
2972,France,2024,SQL Injection,Government,9.91,248359,Nation-state,Weak Passwords,Firewall,58
2038,China,2023,Man-in-the-Middle,Education,35.37,455900,Hacker Group,Zero-day,Antivirus,11
1927,Russia,2022,Ransomware,Telecommunications,16.98,905673,Insider,Weak Passwords,VPN,54
386,USA,2019,Malware,Government,34.4,98018,Insider,Zero-day,VPN,55
1830,Brazil,2023,Ransomware,Telecommunications,71.4,66852,Hacker Group,Weak Passwords,VPN,58
2162,UK,2021,Ransomware,Government,97.5,755692,Nation-state,Social Engineering,AI-based Detection,46
2509,USA,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3
2197,India,2019,Phishing,IT,52.47,880546,Nation-state,Zero-day,VPN,39
244,China,2019,Phishing,Banking,49.14,341100,Insider,Social Engineering,Firewall,37
2087,Japan,2023,Phishing,IT,35.27,26036,Hacker Group,Weak Passwords,VPN,71
1827,China,2019,Man-in-the-Middle,Banking,81.8,277875,Nation-state,Social Engineering,Antivirus,43
937,India,2016,Ransomware,Education,8.55,857887,Unknown,Social Engineering,Firewall,44
1690,Australia,2020,SQL Injection,IT,21.02,681476,Unknown,Weak Passwords,VPN,6
2581,Russia,2020,Ransomware,Healthcare,11.11,785179,Unknown,Weak Passwords,VPN,2
313,Germany,2017,DDoS,Telecommunications,15.01,406483,Insider,Weak Passwords,Antivirus,62
1460,India,2020,Phishing,Telecommunications,30.14,742555,Insider,Zero-day,Firewall,57
2926,Russia,2024,Ransomware,Government,60.69,931196,Unknown,Social Engineering,AI-based Detection,27
2108,Russia,2018,Man-in-the-Middle,Government,63.82,554294,Unknown,Unpatched Software,AI-based Detection,42
1333,India,2020,SQL Injection,Telecommunications,17.47,436517,Nation-state,Weak Passwords,Antivirus,61
969,USA,2024,Phishing,IT,57.24,107681,Unknown,Zero-day,VPN,18
1455,USA,2023,Malware,Retail,50.02,578310,Nation-state,Weak Passwords,Antivirus,15
661,Japan,2019,SQL Injection,Education,89.48,682430,Hacker Group,Zero-day,VPN,5
1935,UK,2015,Malware,Government,57.81,767562,Unknown,Zero-day,Antivirus,61
936,Brazil,2022,Man-in-the-Middle,Education,77.98,899279,Insider,Zero-day,Firewall,39
371,Russia,2020,Phishing,Education,34.41,928026,Unknown,Social Engineering,VPN,5
567,Germany,2019,SQL Injection,Government,96.91,408103,Nation-state,Unpatched Software,Firewall,27
1974,Brazil,2024,Man-in-the-Middle,Healthcare,61.55,218189,Unknown,Weak Passwords,AI-based Detection,48
1855,USA,2023,Malware,Banking,13.99,109083,Nation-state,Weak Passwords,Antivirus,49
1025,Japan,2015,Malware,Banking,2.63,418914,Nation-state,Unpatched Software,Firewall,53
825,Australia,2020,Malware,Government,98.05,193983,Nation-state,Zero-day,Antivirus,31
983,UK,2019,DDoS,Banking,80.68,19007,Nation-state,Unpatched Software,VPN,29
2673,Australia,2022,DDoS,IT,27.02,835814,Insider,Weak Passwords,Encryption,40
2957,Russia,2016,Malware,Government,37.07,138915,Hacker Group,Weak Passwords,VPN,44
1646,China,2020,Phishing,Education,6.35,80748,Hacker Group,Zero-day,Encryption,8
2583,Brazil,2022,SQL Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57
2246,Japan,2016,SQL Injection,Telecommunications,37.17,728731,Unknown,Weak Passwords,VPN,72
2119,China,2017,Malware,IT,86.98,510454,Nation-state,Zero-day,VPN,18
814,Australia,2016,Malware,Education,88.87,235062,Nation-state,Weak Passwords,Firewall,32
1793,China,2020,Ransomware,Banking,98.05,168617,Hacker Group,Unpatched Software,VPN,16
1431,Brazil,2020,Phishing,Healthcare,18.79,267178,Nation-state,Social Engineering,Firewall,56
779,USA,2018,Malware,Education,77.07,10600,Insider,Social Engineering,Firewall,47
1750,UK,2023,DDoS,Education,54.0,806965,Insider,Social Engineering,AI-based Detection,56
1321,Russia,2017,Malware,IT,20.85,484009,Insider,Weak Passwords,Firewall,41
2400,Russia,2022,DDoS,Education,69.24,495616,Nation-state,Unpatched Software,Antivirus,38
2872,Russia,2018,Phishing,Telecommunications,39.15,814119,Hacker Group,Weak Passwords,Firewall,64
1053,Australia,2015,DDoS,Telecommunications,14.55,470471,Nation-state,Unpatched Software,VPN,53
2322,Japan,2023,Malware,IT,23.16,320277,Unknown,Weak Passwords,Encryption,69
1014,France,2023,Malware,Banking,9.99,116840,Unknown,Zero-day,Firewall,51
1929,France,2015,Malware,Banking,20.27,987350,Insider,Zero-day,Antivirus,4
1402,Australia,2022,DDoS,Telecommunications,4.81,683733,Nation-state,Zero-day,VPN,65
1823,Japan,2019,Ransomware,Government,81.97,358572,Hacker Group,Weak Passwords,VPN,48
2248,Germany,2019,SQL Injection,Government,56.53,362642,Unknown,Social Engineering,Encryption,19
2494,Russia,2022,Ransomware,Healthcare,16.6,715102,Insider,Zero-day,Antivirus,2
2592,Japan,2020,SQL Injection,Telecommunications,92.13,244933,Nation-state,Social Engineering,AI-based Detection,37
127,Germany,2023,Malware,Government,70.46,368803,Hacker Group,Unpatched Software,VPN,23
2092,USA,2015,SQL Injection,Education,28.19,239853,Insider,Unpatched Software,Encryption,64
2135,India,2020,Ransomware,Government,12.64,10206,Hacker Group,Weak Passwords,Encryption,28
888,UK,2019,Phishing,Education,99.45,467349,Nation-state,Zero-day,Firewall,44
2457,Australia,2019,Malware,Telecommunications,37.3,208089,Unknown,Zero-day,Antivirus,33
1348,Brazil,2022,DDoS,Education,17.68,366968,Nation-state,Social Engineering,VPN,47
1008,France,2024,Man-in-the-Middle,Retail,60.4,774913,Unknown,Unpatched Software,Antivirus,43
356,France,2020,SQL Injection,Retail,36.17,813165,Nation-state,Unpatched Software,Antivirus,44
1004,China,2016,DDoS,Telecommunications,80.48,78123,Hacker Group,Social Engineering,Antivirus,50
1484,Australia,2018,SQL Injection,Banking,20.28,363414,Insider,Unpatched Software,Antivirus,59
683,Australia,2022,Ransomware,Government,84.51,305494,Insider,Social Engineering,Firewall,19
828,Germany,2020,Man-in-the-Middle,Healthcare,28.81,691190,Nation-state,Unpatched Software,Firewall,27
2851,China,2019,SQL Injection,Retail,26.97,19575,Insider,Zero-day,AI-based Detection,1
2205,France,2017,Phishing,Banking,77.41,654122,Nation-state,Social Engineering,AI-based Detection,68
2692,Australia,2023,Malware,Government,55.72,14483,Nation-state,Weak Passwords,Firewall,36
985,UK,2017,Malware,Government,66.25,726887,Hacker Group,Social Engineering,Firewall,13
1234,India,2018,Ransomware,Retail,56.06,382041,Unknown,Weak Passwords,Encryption,4
2554,France,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45
1640,USA,2018,DDoS,Banking,10.01,327826,Hacker Group,Social Engineering,AI-based Detection,35
141,France,2017,SQL Injection,Healthcare,60.77,212177,Hacker Group,Social Engineering,Encryption,2
218,China,2019,DDoS,Retail,7.87,86783,Nation-state,Weak Passwords,Antivirus,12
2466,France,2022,Ransomware,Healthcare,80.73,964782,Unknown,Weak Passwords,VPN,47
363,Germany,2022,SQL Injection,Telecommunications,42.8,862664,Hacker Group,Zero-day,Firewall,44
2665,Germany,2016,DDoS,Telecommunications,14.28,547178,Insider,Social Engineering,Firewall,45
346,UK,2017,Phishing,Banking,52.31,259706,Hacker Group,Social Engineering,Antivirus,2
2059,USA,2016,SQL Injection,Education,16.5,347293,Nation-state,Unpatched Software,Firewall,65
23,India,2017,DDoS,Government,76.71,246205,Nation-state,Unpatched Software,Firewall,30
712,Japan,2023,Malware,Retail,51.91,360524,Hacker Group,Unpatched Software,Firewall,47
2950,China,2020,Phishing,IT,55.06,743177,Hacker Group,Unpatched Software,Antivirus,21
11,China,2019,Phishing,Telecommunications,88.67,493675,Unknown,Zero-day,VPN,29
2417,Russia,2019,Malware,Retail,11.57,367712,Nation-state,Weak Passwords,Firewall,13
1835,France,2022,Phishing,IT,52.19,794901,Insider,Zero-day,VPN,26
794,USA,2019,DDoS,Government,81.56,78873,Hacker Group,Weak Passwords,Encryption,27
2766,France,2021,SQL Injection,Government,2.3,841324,Unknown,Weak Passwords,Encryption,8
95,Australia,2023,Malware,Telecommunications,1.51,954902,Hacker Group,Unpatched Software,AI-based Detection,55
130,China,2018,Malware,IT,49.19,117543,Insider,Social Engineering,Encryption,22
1901,France,2017,Phishing,Retail,43.2,377252,Nation-state,Unpatched Software,Encryption,8
2410,Germany,2021,Ransomware,Healthcare,16.64,912847,Unknown,Weak Passwords,Antivirus,27
1933,Japan,2024,Ransomware,Retail,88.36,989106,Unknown,Zero-day,Firewall,3
2670,Russia,2016,Phishing,Healthcare,11.29,72191,Unknown,Weak Passwords,Antivirus,3
1866,China,2022,Malware,Telecommunications,11.39,104772,Unknown,Social Engineering,Firewall,43
